setid,"Temperature, K","Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","MolaLity of (S)-2-amino-2-phenylacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gknCo,318.15,0.005,0.06984,100,993.265,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.005,0.0802,100,993.702,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.005,0.08966,100,994.1,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0,100,990.62,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0.01124,100,991.09,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0.02078,100,991.489,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0.03124,100,991.926,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0.03947,100,992.27,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0.05132,100,992.765,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0.05987,100,993.123,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0.07081,100,993.58,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0.07945,100,993.941,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.02,0.08975,100,994.372,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0,100,991.009,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0.01032,100,991.437,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0.01978,100,991.83,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0.02974,100,992.243,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0.03987,100,992.664,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0.04983,100,993.077,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0.06127,100,993.6,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0.06942,100,993.89,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0.08112,100,994.375,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.04,0.09124,100,994.795,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0,100,991.423,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0.01164,100,991.904,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0.02196,100,992.33,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0.03075,100,992.693,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0.04024,100,993.085,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0.04957,100,993.47,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0.05987,100,993.896,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0.07045,100,994.333,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0.07942,100,994.703,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
gknCo,318.15,0.06,0.08975,100,995.13,Sharma et al. (2022e),Density,Liquid,AAdDdl,C1=CC=C(C=C1)C(C(=O)O)N,(S)-2-amino-2-phenylacetic acid,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
