setid,Solvent: Weight fraction of tripotassium phosphate,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ezvzb,0.15,298.15,0.0383,101,1147.07,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.0437,101,1147.21,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.0519,101,1147.43,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.0597,101,1147.65,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.1366,101,1149.72,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.1915,101,1151.21,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.3303,101,1154.94,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.4639,101,1158.46,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.6073,101,1162.1,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.7595,101,1166.02,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,0.9167,101,1169.88,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,1.0326,101,1172.73,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,1.3053,101,1178.85,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,298.15,1.4394,101,1181.88,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.0383,101,1144.78,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.0437,101,1144.92,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.0519,101,1145.15,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.0597,101,1145.36,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.1366,101,1147.42,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.1915,101,1148.9,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.3303,101,1152.57,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.4639,101,1156.11,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.6073,101,1159.72,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.7595,101,1163.59,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,0.9167,101,1167.44,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,1.0326,101,1170.27,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,1.3053,101,1176.35,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,303.15,1.4394,101,1179.33,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.0383,101,1142.37,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.0437,101,1142.51,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.0519,101,1142.73,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.0597,101,1142.94,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.1366,101,1144.97,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.1915,101,1146.43,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.3303,101,1150.15,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.4639,101,1153.64,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.6073,101,1157.23,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.7595,101,1161.07,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,0.9167,101,1164.89,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,1.0326,101,1167.63,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,1.3053,101,1173.7,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,308.15,1.4394,101,1176.67,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.0383,101,1139.88,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.0437,101,1140.02,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.0519,101,1140.23,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.0597,101,1140.44,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.1366,101,1142.44,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.1915,101,1143.89,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.3303,101,1147.53,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.4639,101,1151.07,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.6073,101,1154.64,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.7595,101,1158.45,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,0.9167,101,1162.24,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,1.0326,101,1164.99,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,1.3053,101,1170.99,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,313.15,1.4394,101,1173.93,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.0383,101,1137.27,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.0437,101,1137.41,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.0519,101,1137.63,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.0597,101,1137.83,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.1366,101,1139.81,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.1915,101,1141.24,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.3303,101,1144.9,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.4639,101,1148.31,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.6073,101,1151.96,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.7595,101,1155.74,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,0.9167,101,1159.5,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,1.0326,101,1162.23,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,1.3053,101,1168.2,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.15,318.15,1.4394,101,1171.1,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.0421,101,1200.65,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.0651,101,1201.04,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.0816,101,1201.32,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.0921,101,1201.5,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.1099,101,1201.81,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.1351,101,1202.24,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.3415,101,1205.73,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.5031,101,1208.4,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.5657,101,1209.38,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.7266,101,1211.83,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,0.8035,101,1213.01,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,1.063,101,1216.79,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,298.15,1.1515,101,1218.05,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,303.15,0.0421,101,1198.15,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,303.15,0.0651,101,1198.53,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,303.15,0.0816,101,1198.82,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
Ezvzb,0.2,303.15,0.0921,101,1198.99,Zafarani-Moattar and Sarmad (2010b),Density,Liquid,AADYJk,O,water,AAoqAv,O=P([O-])([O-])[O-].[K+].[K+].[K+],tripotassium phosphate,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
