setid,"Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Temperature, K","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PCHYt,0.07,298.15,0.705,100,1022.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,298.15,0.801,100,1025.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,298.15,0.905,100,1028.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,298.15,0.994,100,1031.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0,100,998.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.1057,100,1002.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.2044,100,1005.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.301,100,1008.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.4035,100,1011.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.5033,100,1014.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.606,100,1018,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.705,100,1021.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.801,100,1024.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.905,100,1027.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,303.15,0.994,100,1030.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0,100,997.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.1057,100,1000.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.2044,100,1003.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.301,100,1006.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.4035,100,1010,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.5033,100,1013.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.606,100,1016.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.705,100,1019.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.801,100,1022.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.905,100,1025.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
PCHYt,0.07,308.15,0.994,100,1028.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
