setid,"Temperature, K",Mole fraction of 3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
udOYz,333.15,0.4713,101,1187.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.5112,101,1188.2,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,333.15,0.5427,101,1190.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.039,101,1061.4,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.0455,101,1070.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.0497,101,1076,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.0683,101,1096.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.0783,101,1105.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.0894,101,1113.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.0975,101,1118.6,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.1235,101,1134,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.1451,101,1142.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.1925,101,1156,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.239,101,1165.3,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.2888,101,1171.7,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.3294,101,1175.8,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.3767,101,1179,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.4265,101,1183.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.4713,101,1183.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.5112,101,1184.9,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
udOYz,338.15,0.5427,101,1187.1,Tong et al. (2009),Density,Liquid,AADYJk,O,water,ABAJVL,CCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate,,,
