setid,"MolaLity of 1-methyl-3-tetradecylimidazolium bromide, mol/kg","Solvent: MolaLity of tetraethylammonium bromide, mol/kg","Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
jGUSR,0.00368,0.001,298.15,101,1.33277,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00368,0.001,308.15,101,1.33153,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00368,0.001,318.15,101,1.33004,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00368,0.002,298.15,101,1.33279,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00368,0.002,308.15,101,1.33155,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00368,0.002,318.15,101,1.33006,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00368,0.005,298.15,101,1.33286,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00368,0.005,308.15,101,1.33162,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00368,0.005,318.15,101,1.33011,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0,298.15,101,1.33275,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0,308.15,101,1.33153,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0,318.15,101,1.33003,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0.001,298.15,101,1.33278,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0.001,308.15,101,1.33154,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0.001,318.15,101,1.33005,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0.002,298.15,101,1.3328,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0.002,308.15,101,1.33156,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0.002,318.15,101,1.33007,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0.005,298.15,101,1.33287,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0.005,308.15,101,1.33163,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00395,0.005,318.15,101,1.33012,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0,298.15,101,1.33276,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0,308.15,101,1.33154,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0,318.15,101,1.33005,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0.001,298.15,101,1.33279,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0.001,308.15,101,1.33155,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0.001,318.15,101,1.33006,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0.002,298.15,101,1.33281,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0.002,308.15,101,1.33157,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0.002,318.15,101,1.33008,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0.005,298.15,101,1.33288,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0.005,308.15,101,1.33164,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00421,0.005,318.15,101,1.33013,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0,298.15,101,1.33278,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0,308.15,101,1.33155,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0,318.15,101,1.33006,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0.001,298.15,101,1.33281,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0.001,308.15,101,1.33156,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0.001,318.15,101,1.33007,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0.002,298.15,101,1.33282,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0.002,308.15,101,1.33158,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0.002,318.15,101,1.33009,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0.005,298.15,101,1.33289,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0.005,308.15,101,1.33165,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
jGUSR,0.00447,0.005,318.15,101,1.33014,Kumar et al. (2020b),Refractive index,Liquid,ABRFaF,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-tetradecylimidazolium bromide,AAoVfw,CC[N+](CC)(CC)CC.[Br-],tetraethylammonium bromide,AADYJk,O,water,
