setid,reference,propertiy,phases,compound id 1,compound id 2,compound id 3,np,compound name 1,compound name 2,compound name 3
goqBT,Makinoa et al. (2013),Density,Liquid,ABZmbL,,,13,1-(2-hydroxyethyl)-pyridinium bis(trifluoromethylsulfonyl)imide,,
kuUkI,Malham et al. (2007),Density,Liquid,AADYJk,AArYBF,,13,water,1-butyl-3-methylimidazolium tetrafluoroborate,
jQGTZ,Martins et al. (2015b),Density,Liquid,ABmOjS,,,13,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,,
mRQbR,Martins et al. (2015b),Density,Liquid,ABjxLZ,,,13,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,,
ZhStz,Mejia et al. (2013),Density,Liquid;Gas,AAIYzl,ABIrWy,,13,carbon dioxide,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,
XMpRV,Mokhtarani et al. (2009b),Density,Liquid,AAmkVH,,,13,1-butyl-3-methylimidazolium nitrate,,
DarOI,Mokhtarani et al. (2010),Density,Liquid,AAxZbI,,,13,1-methyl-3-octylimidazolium nitrate,,
EdjyP,Montalban et al. (2018b),Density,Liquid,AAgmaR,AAQxlj,AAQdzy,13,1-ethyl-3-methylimidazolium acetate,butanoic acid,hexane
OIQIo,Muhammad et al. (2011),Density,Liquid,AArQav,,,13,1-ethyl-3-methyl-1H-imidazolium L-prolinate,,
diqpC,Muhammad et al. (2011),Density,Liquid,AAmQJQ,,,13,1-ethyl-3-methylimidazolium L-alaninate,,
euGnZ,Muhammad et al. (2011),Density,Liquid,AAjgVS,,,13,1-ethyl-3-methylimidazolium ammonioacetate,,
lCTuY,Muhammad et al. (2011),Density,Liquid,AApUki,,,13,3-ethyl-1-methyl-1H-imidazolium L-serinate,,
MXpjC,Muhammad et al. (2012a),Density,Liquid,AAqJgN,,,13,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate",,
wwIRB,Muhammad et al. (2012a),Density,Liquid,AAkoLe,,,13,choline butanoate,,
oortE,Muhammad et al. (2012a),Density,Liquid,AAiEum,,,13,cholinium propanoate,,
APNfi,Muhammad et al. (2012b),Density,Liquid,AAmAOU,,,13,3-allyl-1-(2-cyanoethyl)-1H-imidazolium chloride,,
HKrxv,Muhammad et al. (2012b),Density,Liquid,AApFNR,,,13,3-butyl-1-(2-cyanoethyl)-1H-imidazol-3-ium chloride,,
mhLvV,Muhammad et al. (2012b),Density,Liquid,AAmoWU,,,13,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride,,
XBksN,Navas et al. (2011),Density,Liquid,AAhWtN,AAtepM,,13,dibromomethane,1-butyl-2-methylpyridinium tetrafluoroborate,
kIfWx,Navas et al. (2011),Density,Liquid,AAhWtN,AAtejH,,13,dibromomethane,1-butyl-3-methylpyridinium tetrafluoroborate,
GhtXN,Naydenov and Bart (2007),Density,Liquid mixture 1;Liquid mixture 2,AAIsrh,AAQxSq,AAoChY,13,ethanol,ethyl acetate,1-ethyl-3-methylimidazolium hydrogen sulfate
aGoUT,Naydenov and Bart (2007),Density,Liquid mixture 2;Liquid mixture 1,AALcAl,AAQxSq,AAoChY,13,acetic acid,ethyl acetate,1-ethyl-3-methylimidazolium hydrogen sulfate
MTGZz,Nazet et al. (2015),Density,Liquid,ABJVwk,,,13,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,,
tujtR,Nazet et al. (2015),Density,Liquid,ABvtlG,,,13,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,,
vPVPA,Nebig and Gmehling (2010),Density,Liquid,ABOLOh,,,13,1-octyl-3-methylimidazolium trifluoromethanesulfonate,,
YsyjD,Neves et al. (2010),Density,Liquid,AADYJk,ABCDuL,,13,water,1-methyl-3-propylpyridinium hexafluorophosphate,
VLwPw,Neves et al. (2010),Density,Liquid,AADYJk,AAzxzH,,13,water,1-methyl-3-propylimidazolium hexafluorophosphate,
DWDVN,Otero et al. (2017),Density,Liquid,AAmGQS,ABJMTG,,13,1-butyl-3-methylimidazolium acetate,tetrabutylphosphonium acetate,
giYcB,Pereiro et al. (2006a),Density,Liquid,AAoCnc,,,13,"1,3-dimethylimidazolium methylsulfate",,
QQuac,Pereiro et al. (2006b),Density,Liquid,AANtck,ABICIG,,13,butanone,1-hexyl-3-methylimidazolium hexafluorophosphate,
yLtQg,Pereiro et al. (2006b),Density,Liquid,AAQdGo,ABICIG,,13,pentan-2-one,1-hexyl-3-methylimidazolium hexafluorophosphate,
fSjUN,Pereiro et al. (2006b),Density,Liquid,AAQxSq,ABICIG,,13,ethyl acetate,1-hexyl-3-methylimidazolium hexafluorophosphate,
ysXpn,Pereiro et al. (2006b),Density,Liquid,AAWRvN,ABICIG,,13,butyl ethanoate,1-hexyl-3-methylimidazolium hexafluorophosphate,
MWuoa,Pereiro et al. (2006b),Density,Liquid,AARQqy,ABICIG,,13,dimethyl carbonate,1-hexyl-3-methylimidazolium hexafluorophosphate,
fdoeT,Pereiro et al. (2006b),Density,Liquid,AAOMHN,ABICIG,,13,methyl ethanoate,1-hexyl-3-methylimidazolium hexafluorophosphate,
JbCZf,Pietrzak and Ludzik (2015),Density,Liquid;Crystal of pure component 2,AAGIBL,AARRxF,ABljed,13,methanol,"1,2-butanediol",tetraphenylphosphonium iodide
aKcDx,Ramos-Estrada et al. (2018),Density,Liquid,ABZdDq,,,13,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,,
jUsKs,Requejo et al. (2017),Density,Liquid,AAPBFE,ABEBwg,,13,benzene,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,
WsdOm,Rilo et al. (2009),Density,Liquid,AAIsrh,AArYBF,,13,ethanol,1-butyl-3-methylimidazolium tetrafluoroborate,
uxAZn,Rodrigues et al. (2016),Density,Liquid,ABfwRJ,,,13,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,
dXTWP,Sanchez-Ramirez et al. (2017),Density,Liquid,ABmOjS,,,13,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,,
HjaPi,Sanchez-Ramirez et al. (2017),Density,Liquid,ABdMNo,,,13,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,
dPaAP,Sanchez-Ramirez et al. (2017),Density,Liquid,ABjxLZ,,,13,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,,
gImjx,Sanchez-Ramirez et al. (2017),Density,Liquid,ABJzqe,,,13,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,
xEKzl,Sanchez-Ramirez et al. (2017),Density,Liquid,ABfwWx,,,13,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,,
sIlbs,Sanchez-Ramirez et al. (2017),Density,Liquid,ABTCkM,,,13,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,,
QjxEF,Shaikh et al. (2013),Density,Liquid,AApdQs,AADYJk,,13,1-butylpyridinium bromide,water,
cVMJs,Shekaari et al. (2015d),Density,Liquid,AAQJSl,AAQJlb,AAvbcc,13,thiophene,cyclohexane,1-hexyl-3-methyl-1H-imidazolium bromide
DDXOR,Singh and Kumar (2011),Density,Liquid,AADYJk,AAsTjr,,13,water,1-methyl-3-octylimidazolium chloride,
AkbIc,Singh et al. (2004),Density,Liquid,ABDXmt,AAZVtd,AADYJk,13,sodium dodecyl sulfate,glycylglycine,water
gKFie,Souckova et al. (2017),Density,Liquid,AAmzKp,,,13,1-hexyl-3-methylimidazolium chloride,,
WDFVv,Stoppa et al. (2009),Density,Liquid,AAHueB,AAmDom,,13,acetonitrile,1-ethyl-3-methylimidazolium tetrafluoroborate,
QrUtU,Suzuki et al. (2024a),Density,Liquid,ABjxLZ,,,13,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,,
vIwyO,Suzuki et al. (2024b),Density,Metastable liquid,ABYLZx,,,13,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,
mewEt,Suzuki et al. (2024b),Density,Liquid,AArYBF,,,13,1-butyl-3-methylimidazolium tetrafluoroborate,,
SGhoZ,Suzuki et al. (2024b),Density,Liquid,ABchwx,,,13,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
mwdcW,Suzuki et al. (2024b),Density,Liquid,ABZxyF,,,13,3-butyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,,
WQYxt,Usula et al. (2014),Density,Liquid,AATDtI,AAadLM,,13,N-methylpyrrolidone,2-methoxyethylammonium nitrate,
seqlc,Vatascin and Dohnal (2015),Density,Liquid,AADYJk,AAmkSk,,13,water,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,
HDLri,Vieira et al. (2016),Density,Liquid,ABWEzw,,,13,1-ethyl-3-methylpyridinium perfluoropentanoate,,
zpflS,Vieira et al. (2019a),Density,Liquid,AAmkVH,,,13,1-butyl-3-methylimidazolium nitrate,,
plWJB,Vranes et al. (2012),Density,Liquid,ABchwx,,,13,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
VhMiP,Vranes et al. (2012),Density,Liquid,ABdMNo,,,13,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,
tyGdQ,Wandschneider et al. (2008),Density,Liquid,AAONVE,ABchwx,,13,butan-1-ol,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
KUOQE,Wang et al. (2009d),Density,Liquid,AADYJk,ABchwx,,13,water,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
awTjY,Wang et al. (2011f),Density,Liquid,AAONVE,AAqmVN,,13,butan-1-ol,1-ethyl-3-methylimidazolium methyl sulfate,
RZeWp,Wang et al. (2012d),Density,Liquid,AAtWMw,,,13,1-butyl-3-methylimidazolium hydrogen sulfate,,
exkDg,Wang et al. (2012f),Density,Liquid,AAtunD,,,13,1-butyl-3-methylimidazolium perchlorate,,
CBhfg,Wang et al. (2015),Density,Liquid,AAQxal,AAqHiH,,13,pentan-1-ol,1-butyl-3-methylimidazolium bromide,
qZHMF,Wang et al. (2015),Density,Liquid,AAQxal,AAvbcc,,13,pentan-1-ol,1-hexyl-3-methyl-1H-imidazolium bromide,
ADiZG,Wang et al. (2015),Density,Liquid,AAQxal,ABAwEw,,13,pentan-1-ol,1-methyl-3-octylimidazolium bromide,
RUihj,Wang et al. (2015),Density,Liquid,AALcLI,ABAwEw,,13,propan-1-ol,1-methyl-3-octylimidazolium bromide,
tdgWa,Wang et al. (2015),Density,Liquid,AALcLI,AAvbcc,,13,propan-1-ol,1-hexyl-3-methyl-1H-imidazolium bromide,
wDXUP,Wang et al. (2015),Density,Liquid,AALcLI,AAqHiH,,13,propan-1-ol,1-butyl-3-methylimidazolium bromide,
rjxvB,Wang et al. (2015),Density,Liquid,AAGIBL,ABAwEw,,13,methanol,1-methyl-3-octylimidazolium bromide,
lLrCC,Wang et al. (2015),Density,Liquid,AAGIBL,AAqHiH,,13,methanol,1-butyl-3-methylimidazolium bromide,
fwnnv,Wang et al. (2015),Density,Liquid,AAGIBL,AAvbcc,,13,methanol,1-hexyl-3-methyl-1H-imidazolium bromide,
ILwbl,Watanabe et al. (2016b),Density,Liquid,ABVajc,,,13,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",,
JSgdo,Wu et al. (2012b),Density,Liquid,ABfRtt,,,13,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,,
RxVDN,Wu et al. (2012b),Density,Liquid,ABchny,,,13,1-ethyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide,,
dnBeJ,Wu et al. (2012b),Density,Liquid,ABiCbf,,,13,1-ethyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide,,
oEFFf,Wu et al. (2012b),Density,Liquid,ABiCPz,,,13,"1,2-dimethyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide",,
xAXRN,Wu et al. (2020b),Density,Liquid,ABbmnc,,,13,tributyl(octyl)phosphonium acetylacetonate,,
EQXzt,Wu et al. (2020b),Density,Liquid,ABzfYe,,,13,"tributyl(octyl)phosphonium 1,3-dioxo-1,3-diphenylpropan-2-ide",,
JIzay,Wu et al. (2020b),Density,Liquid,ABkepG,,,13,"tributyl(octyl)phosphonium 1,3-dioxo-2,3-dihydro-1H-inden-2-ide",,
xCUkO,Wu et al. (2020b),Density,Liquid,ABjXEW,,,13,"tributyl(octyl)phosphonium 4,4-dimethyl-2,6-dioxocyclohexan-1-ide",,
wtfMk,Yang et al. (2007b),Density,Liquid,AAmDom,,,13,1-ethyl-3-methylimidazolium tetrafluoroborate,,
FROsu,Yebra et al. (2018),Density,Liquid,ABcDLM,,,13,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,
buEKx,Yebra et al. (2018),Density,Liquid,ABdMNo,,,13,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,
XCniA,Yebra et al. (2018),Density,Liquid,AAwHNg,,,13,1-butyl-3-methylimidazolium methyl sulfate,,
InNnX,Yebra et al. (2018),Density,Liquid,ABDWVo,,,13,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,
axyjt,Yebra et al. (2018),Density,Liquid,ABUFEH,,,13,1-butyl-3-methylimidazolium hexafluoroantimonate,,
JWMab,Yebra et al. (2018),Density,Liquid,ABYpAz,,,13,triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,,
eViqI,Yebra et al. (2018),Density,Liquid,AAnYjG,,,13,1-butyl-3-methylimidazolium dicyanamide,,
OWaor,Yoo et al. (2013b),Density,Liquid,AAtWMw,,,13,1-butyl-3-methylimidazolium hydrogen sulfate,,
XDjUW,Yunus et al. (2010),Density,Liquid,ABxhzn,,,13,1-dodecylpyridinium bis(trifluoromethylsulfonyl)imide,,
cqUVE,Yunus et al. (2010),Density,Liquid,ABsNls,,,13,1-decylpyridinium bis(trifluoromethylsulfonyl)imide,,
qcXXx,Yunus et al. (2010),Density,Liquid,ABcDLM,,,13,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,
JHQjF,Yunus et al. (2010),Density,Liquid,ABmsed,,,13,1-octylpyridinium bis((trifluoromethyl)sulfonyl)amide,,
ivtol,Zafarani-Moattar and Majdan-Cegincara (2007),Density,Liquid,AANtst,ABChJv,,13,tetrahydrofuran,1-butyl-3-methylimidazolium hexafluorophosphate,
SaCLs,Zafarani-Moattar and Majdan-Cegincara (2007),Density,Liquid,AAPByN,ABChJv,,13,dimethyl sulfoxide,1-butyl-3-methylimidazolium hexafluorophosphate,
mOQNd,Zarrougui et al. (2014),Density,Liquid,AAqwyl,,,13,N-ethyl-N-methylpyrrolidinium ethylphosphonate,,
wgwzB,Zarrougui et al. (2014),Density,Liquid,ABXPbY,,,13,N-methyl-N-octylpyrrolidinium octylphosphonate,,
yocdP,Zarrougui et al. (2014),Density,Liquid,ABPKHV,,,13,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate,,
aRmca,Zarrougui et al. (2014),Density,Liquid,ABaTtK,,,13,4-methyl-4-octylmorpholin-4-ium octylphosphonate,,
XsgpE,Zarrougui et al. (2014),Density,Liquid,ABPekR,,,13,4-hexyl-4-methylmorpholin-4-ium hexylphosphonate,,
Qnskm,Zarrougui et al. (2014),Density,Liquid,ABMaoE,,,13,N-hexyl-N-methylpyrrolidinium hexylphosphonate,,
wkiKt,Zarrougui et al. (2014),Density,Liquid,ABEVSF,,,13,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,,
JxtjO,Zarrougui et al. (2014),Density,Liquid,ABEpTz,,,13,4-butyl-4-methylmorpholin-4-ium butylphosphonate,,
bqoEQ,Zarrougui et al. (2014),Density,Liquid,ABBlZb,,,13,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,,
yIsYz,Zarrougui et al. (2014),Density,Liquid,AAtgEW,,,13,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate,,
NvaWq,Zarrougui et al. (2014),Density,Liquid,AAuAgS,,,13,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate,,
UvDBT,Zarrougui et al. (2014),Density,Liquid,ABaAmn,,,13,1-methyl-1-octylpiperidin-1-ium octyl phosphonate,,
OguHa,Zec et al. (2015),Density,Liquid,AAoDPb,,,13,1-butyl-1-methylpyrrolidinium dicyanamide,,
dUspc,Zec et al. (2016a),Density,Liquid,AAnYjG,,,13,1-butyl-3-methylimidazolium dicyanamide,,
UkVvc,Zeng et al. (2015),Density,Liquid,ABtUYt,,,13,1-(2-(2-(2-methoxyethoxy)ethoxy)ethyl)pyridinium bis(trifluoromethylsulfonyl)amide,,
EfRDY,Zeng et al. (2015),Density,Liquid,ABkvMQ,,,13,1-(2-(2-methoxyethoxy)ethyl)pyridinium bis(trifluoromethylsulfonyl)amide,,
OSdRH,Zeng et al. (2015),Density,Liquid,ABkIIX,,,13,1-heptylpyridinium bis(trifluoromethylsulfonyl)amide,,
YRkOI,Zeng et al. (2015),Density,Liquid,ABcXEF,,,13,1-(2-methoxyethyl)pyridinium bis(trifluoromethylsulfonyl)amide,,
eRNXd,Zeng et al. (2015),Density,Liquid,ABsNls,,,13,1-decylpyridinium bis(trifluoromethylsulfonyl)imide,,
hDLTn,Zeng et al. (2015),Density,Liquid,ABcDLM,,,13,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,,
dmjdZ,Zhang et al. (2012a),Density,Liquid,ABenCa,,,13,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,
VWbVl,Zheng et al. (2021a),Density,Liquid,AAstlh,,,13,1-hexyl-3-methylimidazolium dicyanamide,,
HxLXQ,Zheng et al. (2021a),Density,Liquid,AAkoUN,,,13,1-methyl-3-propylimidazolium dicyanamide,,
dnzrs,Zheng et al. (2021a),Density,Liquid,AAnYjG,,,13,1-butyl-3-methylimidazolium dicyanamide,,
aIgUj,Zheng et al. (2021a),Density,Liquid,AAiEIE,,,13,1-ethyl-3-methylimidazolium dicyanamide,,
NvZzQ,Zheng et al. (2021a),Density,Liquid,AAqIgK,,,13,3-methyl-1-pentylimidazolium dicyanamide,,
XiTxG,Ziyada and Wilfred (2014a),Density,Liquid,ABxaQk,,,13,3-(2-cyanoethyl)-1-decylimidazolium dodecylsulfate,,
IohUp,Ziyada and Wilfred (2014a),Density,Liquid,ABlHKS,,,13,3-(2-cyanoethyl)-1-decylimidazolium 3-sulfobenzoate,,
iOfaF,Ziyada and Wilfred (2014a),Density,Liquid,ACLSGv,,,13,1-butyl-3-propanenitrile imidazolium dioctysulfosuccinate,,
RNwKr,Ziyada and Wilfred (2014a),Density,Liquid,ACbbYQ,,,13,1-decyl-3-propanenitrile imidazolium dioctysulfosuccinate,,
yNkoz,Ziyada and Wilfred (2014a),Density,Liquid,ABKxTI,,,13,1-butyl-3-propanenitrile imidazolium trifluoromethanesulfonate,,
LCIXZ,Ziyada and Wilfred (2014a),Density,Liquid,ABMaCK,,,13,1-butyl-3-(2-cyanoethyl)-1H-imidazolium benzenesulfonate,,
RrvTo,Ziyada and Wilfred (2014a),Density,Liquid,ABhQBP,,,13,1-butyl-3-(2-cyanoethyl)-1H-imidazol-3-ium dodecyl sulfate,,
KEpUO,Ziyada and Wilfred (2014b),Density,Liquid,ABmlSu,,,13,3-(2-cyanoethyl)-1-octylimidazolium decylsulfate,,
bIoHJ,Ziyada and Wilfred (2014b),Density,Liquid,ABfnPA,,,13,3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium 3-sulfobenzoate,,
tccyN,Ziyada and Wilfred (2014b),Density,Liquid,ABXPPM,,,13,3-(2-cyanoethyl)-1-octylimidazolium benzenesulfonate,,
ECuVa,Ziyada and Wilfred (2014b),Density,Liquid,ABVmNY,,,13,3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium trifluoromethanesulfonate,,
Dimna,Ziyada et al. (2010),Density,Liquid,ABDCBp,,,13,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,
VDsQy,Ziyada et al. (2010),Density,Liquid,AAxhfS,,,13,1-butyl-3-(2-cyanoethyl)-1H-imidazolium bromide,,
AefiO,Ziyada et al. (2010),Density,Liquid,ABIWSW,,,13,3-(2-cyanoethyl)-1-octyl-1H-imidazolium bromide,,
DVHYO,Ziyada et al. (2011),Density,Liquid,ABRuqJ,,,13,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium benzenesulfonate,,
Ajqzx,Ziyada et al. (2011),Density,Liquid,ABmlzD,,,13,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium dodecyl sulfate,,
dWydQ,Ziyada et al. (2011),Density,Liquid,ACQmTR,,,13,"1-(2-cyanoethyl)-3-hexyl-1H-imidazol-3-ium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",,
tWWeK,Ziyada et al. (2011),Density,Liquid,ABaSUw,,,13,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium 3-sulfobenzoate,,
ICRbZ,Ziyada et al. (2011),Density,Liquid,ABQRyC,,,13,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium trifluoromethanesulfonate,,
SDDKZ,Ziyada et al. (2012),Density,Liquid,AAzuzx,,,13,3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium chloride,,
ctNHW,Ziyada et al. (2012),Density,Liquid,AAuZjn,,,13,3-(2-cyanoethyl)-1-hexyl-1H-imidazol-3-ium chloride,,
tUKVI,Ziyada et al. (2012),Density,Liquid,AApFNR,,,13,3-butyl-1-(2-cyanoethyl)-1H-imidazol-3-ium chloride,,
UVlty,Zorebski et al. (2016),Density,Liquid,ABfRtt,,,13,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,,
aqJNm,Zorebski et al. (2018),Density,Liquid,AAtWDT,,,13,1-ethyl-3-methylimidazolium ethyl sulfate,,
nVsRD,Zorebski et al. (2018),Density,Liquid,ABZxnD,,,13,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,
WhmNG,Zorebski et al. (2018),Density,Liquid,ABfReB,,,13,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,
Fslnm,Alopina et al. (2016),Density,Liquid,AADYJk,ABCtec,,12,water,1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,
vzhHF,Andreatta et al. (2010a),Density,Liquid,AALcwx,ABnWNT,,12,propan-2-ol,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
feYvC,Andreatta et al. (2010b),Density,Liquid,AAIsrh,ABchwx,,12,ethanol,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,
WplWW,Andresova et al. (2017),Density,Liquid,ACJAZB,,,12,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide",,
jGYpI,Andresova et al. (2017),Density,Liquid,ACLkCY,,,12,"3-hexyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,
mreBG,Andresova et al. (2017),Density,Liquid,ACRFCp,,,12,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-octylimidazolium bis(trifluoromethylsulfonyl)imide",,
CvxfZ,Andresova et al. (2017),Density,Liquid,ACTprk,,,12,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-nonylimidazolium bis(trifluoromethylsulfonyl)imide",,
uHkZe,Andresova et al. (2017),Density,Liquid,ACWZZC,,,12,"3-decyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,
SClFf,Andresova et al. (2017),Density,Liquid,ACZJmz,,,12,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-undecylimidazolium bis(trifluoromethylsulfonyl)imide",,
ZJGYd,Andresova et al. (2017),Density,Liquid,ACbuHN,,,12,"3-dodecyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,
SyzIG,Andresova et al. (2017),Density,Liquid,ABiCtA,,,12,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,
EtTfj,Andresova et al. (2017),Density,Liquid,ACGQRn,,,12,"3-butyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,
mflrJ,Andresova et al. (2017),Density,Liquid,ACDfcV,,,12,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-propylimidazolium bis(trifluoromethylsulfonyl)imide",,
bHEoq,Andresova et al. (2017),Density,Liquid,ACAvIs,,,12,"3-ethyl-1-[(1R,2S,5R)-(-)-menthoxymethyl]imidazolium bis(trifluoromethylsulfonyl)imide",,
NVwGG,Andresova et al. (2017),Density,Liquid,AByLZs,,,12,"1-[(1R,2S,5R)-(-)-menthoxymethyl]-3-methylimidazolium bis(trifluoromethylsulfonyl)imide",,
licMf,Arce et al. (2008a),Density,Liquid,AADYJk,ABAxwq,,12,water,tris(2-hydroxyethyl) methylammonium methylsulfate,
GIGak,Baghlani and Sadeghi (2018),Density,Liquid,AAzKlv,AADYJk,,12,tetrapropylammonium bromide,water,
flsUv,Bai et al. (2020),Density,Liquid,AAjgVS,,,12,1-ethyl-3-methylimidazolium ammonioacetate,,
uJEqK,Bai et al. (2020),Density,Liquid,AAmGQS,,,12,1-butyl-3-methylimidazolium acetate,,
lEgYi,Bai et al. (2020),Density,Liquid,AAmQJQ,,,12,1-ethyl-3-methylimidazolium L-alaninate,,
OXqpg,Bai et al. (2020),Density,Liquid,AAmQCN,,,12,1-ethyl-3-methylimidazolium 3-aminopropanoate,,
sbQJP,Bai et al. (2020),Density,Liquid,AAjqlC,,,12,1-ethyl-3-methylimidazolium glycolate,,
wczCL,Bai et al. (2020),Density,Liquid,AAgmaR,,,12,1-ethyl-3-methylimidazolium acetate,,
NpHHf,Bai et al. (2020),Density,Liquid,AAjWCu,,,12,1-propyl-3-methylimidazolium acetate,,
xyfSx,Brauer et al. (2015),Density,Liquid,ABaHPt,,,12,"4-methyl-1-propyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,
xQOkb,Brauer et al. (2015),Density,Liquid,ABFJlm,,,12,"4-methyl-1-propyl-1,2,4-triazolium tosylate",,
amxjx,Brauer et al. (2015),Density,Liquid,ABAwOR,,,12,"4-methyl-1-propyl-1,2,4-triazolium trifluoromethanesulfonate",,
RUGEZ,Brauer et al. (2015),Density,Liquid,AAoxuG,,,12,"4-methyl-1-propyl-1,2,4-triazolium tetrafluoroborate",,
MtNmd,Brauer et al. (2015),Density,Liquid,AAkJRi,,,12,"4-methyl-1-propyl-1,2,4-triazolium nitrate",,
tITTZ,Carreira et al. (2021),Density,Liquid,AAzfRH,,,12,cholinium D-phenylalaninate,,
LnxwQ,Castro et al. (2020),Density,Liquid,ACAHIE,AAyorQ,,12,tetrabutylammonium perfluorobutanesulfonate,perfluoropentanoic acid,
RiOzH,Castro et al. (2020),Density,Liquid,ACNSzP,AAyorQ,,12,1-ethyl-3-methylimidazolium perfluorooctylsulfonate,perfluoropentanoic acid,
cghot,De La Hoz et al. (2014),Density,Liquid,ABcrbe,,,12,"1-butyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,
OjckP,De La Hoz et al. (2014),Density,Liquid,ABiLtp,,,12,"1-hexyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,
vtsjP,De La Hoz et al. (2014),Density,Liquid,ABngLW,,,12,"4-methyl-1-octyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,
