setid,reference,propertiy,phases,compound id 1,compound id 2,compound id 3,np,compound name 1,compound name 2,compound name 3
ArazK,De La Hoz et al. (2014),Density,Liquid,ABtBlu,,,12,"1-decyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,
tIvZT,De La Hoz et al. (2014),Density,Liquid,AByVvE,,,12,"1-dodecyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,
bUmxU,De La Hoz et al. (2014),Density,Liquid,ABXWAp,,,12,"1-ethyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,
Bwmte,De La Hoz et al. (2014),Density,Liquid,ABaHPt,,,12,"4-methyl-1-propyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",,
bjrLI,De Lisi et al. (1990c),Density,Liquid,AAONVE,ABHPBX,AADYJk,12,butan-1-ol,dodecyltrimethylammonium bromide,water
JQJGv,Deenadayalu et al. (2010a),Density,Liquid,AAQxSq,ACUobF,,12,ethyl acetate,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",
piOzh,Doblinger et al. (2021),Density,Liquid,ABaReg,,,12,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,
qAXbn,Doblinger et al. (2021),Density,Liquid,ABluws,,,12,"1-methyl-3-(2-phenylethyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,
IXkvC,Doblinger et al. (2021),Density,Liquid,ABZSrF,,,12,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,,
suExv,Domanska and Laskowska (2008),Density,Liquid,AAbmyh,AAtWDT,,12,nonan-1-ol,1-ethyl-3-methylimidazolium ethyl sulfate,
WFEOi,Domanska et al. (2006b),Density,Liquid,AAONVE,AAoCnc,,12,butan-1-ol,"1,3-dimethylimidazolium methylsulfate",
StRhP,Domanska et al. (2006b),Density,Liquid,AADYJk,AAwHNg,,12,water,1-butyl-3-methylimidazolium methyl sulfate,
uqbiA,Domanska et al. (2016b),Density,Liquid,ABlkCT,,,12,4-hexyl-4-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide,,
vxsqR,Domanska et al. (2016e),Density,Liquid,ABnqKV,,,12,"1-hexyl-1,4-diazabicyclo[2.2.2]octan-1-ium bis((trifluoromethyl)sulfonyl)amide",,
ZTttD,Er et al. (2019),Density,Liquid,ABdqsP,,,12,N-(2-aminoethyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)amide,,
IYZHD,Gaba et al. (2016),Density,Liquid,AADYJk,AAherF,,12,water,1-butyl-3-methylimidazolium chloride,
qIMUR,Gaba et al. (2019),Density,Liquid,AAWpNY,AADYJk,,12,1-methylimidazolium chloride,water,
rJHRS,Gavhane et al. (2022),Density,Liquid,AAvICm,AADYJk,,12,1-ethyl-3-methylimidazolium adeninide,water,
QbJzZ,Gomez et al. (2006a),Density,Liquid,AAIsrh,AAmzKp,,12,ethanol,1-hexyl-3-methylimidazolium chloride,
OzrfI,Gomez et al. (2006c),Density,Liquid,AAtWDT,,,12,1-ethyl-3-methylimidazolium ethyl sulfate,,
aQqZQ,Gomez et al. (2012),Density,Liquid,AALcwx,ABZxGx,,12,propan-2-ol,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
VFcfR,Gomez et al. (2012),Density,Liquid,AAGIBL,ABZxGx,,12,methanol,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
wYwzD,Gomez et al. (2014),Density,Liquid,AAPBFE,AAStyH,AAssoQ,12,benzene,methylcyclohexane,1-ethylpyridinium ethyl sulfate
PTTrd,Gomez et al. (2014),Density,Liquid,AAPBFE,AAVeaX,AAssoQ,12,benzene,cyclooctane,1-ethylpyridinium ethyl sulfate
DsYBi,Gomez et al. (2014),Density,Liquid,AAPBFE,AAQJlb,AAssoQ,12,benzene,cyclohexane,1-ethylpyridinium ethyl sulfate
ozBBY,Gomez et al. (2014),Density,Liquid,AAPBFE,AAPpAQ,AAssoQ,12,benzene,cyclohexene,1-ethylpyridinium ethyl sulfate
gqQIa,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,AAQJlb,AAvdhf,12,benzene,cyclohexane,1-ethyl-3-methylpyridinium ethylsulfate
xVemj,Gonzalez et al. (2010h),Density,Liquid,AARlpN,AAQJlb,AAvdhf,12,toluene,cyclohexane,1-ethyl-3-methylpyridinium ethylsulfate
ZxxUb,Gonzalez et al. (2013b),Density,Liquid,AAoDPb,,,12,1-butyl-1-methylpyrrolidinium dicyanamide,,
wNdIz,Gonzalez et al. (2015c),Density,Liquid,AAPBFE,ABZTcB,,12,benzene,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,
VHeEn,Gonzalez et al. (2015c),Density,Liquid,AAUVGQ,ABcDdV,,12,"1,4-dimethylbenzene",3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,
THRxx,Gonzalez et al. (2015c),Density,Liquid,AARlpN,ABcDdV,,12,toluene,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,
tIIkA,Gonzalez et al. (2015c),Density,Liquid,AARlpN,AAstlh,,12,toluene,1-hexyl-3-methylimidazolium dicyanamide,
QkwfI,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,ABZTcB,,12,"1,3-dimethylbenzene",1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,
Qinkg,Gonzalez et al. (2015c),Density,Liquid,AARlpN,ABZTcB,,12,toluene,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,
SFevs,Guan et al. (2022),Density,Liquid,AAmQcG,,,12,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,,
LhmfV,Hachicha et al. (2019),Density,Liquid,AAygSz,,,12,"N-ethyl-N,N-dimethylprop-2-en-1-aminium trifluoromethanesulfonate",,
Ghuyj,Hachicha et al. (2019),Density,Liquid,AAiinz,,,12,"N-ethyl-N,N-dimethylprop-2-en-1-aminium dicyanamide",,
uaCCP,Hachicha et al. (2019),Density,Liquid,ABXrMm,,,12,"N-ethyl-N,N-dimethylprop-2-en-1-aminium bis((trifluoromethyl)sulfonyl)amide",,
xJUKL,Hachicha et al. (2019),Density,Liquid,AArkqy,,,12,"N-ethyl-N,N-dimethylprop-2-en-1-aminium trifluoroacetate",,
yZOWN,Harris and Kanakubo (2016b),Density,Liquid,AAwscj,,,12,1-hexyl-3-methylimidazolium tetrafluoroborate,,
CDvab,Harris and Kanakubo (2021),Density,Liquid,AAwscj,,,12,1-hexyl-3-methylimidazolium tetrafluoroborate,,
eJqXP,Harris et al. (2018),Density,Liquid,ABmOjS,,,12,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,,
XtyHQ,Heidari et al. (2012),Density,Liquid,AAwmau,,,12,1-methyl-3-octyl-1H-imidazolium thiocyanate,,
eblSB,Hwang et al. (2011a),Density,Liquid,AAIsrh,ABvtRE,,12,ethanol,trihexyl(tetradecyl)phosphonium chloride,
CppKb,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,AAwHNg,,12,nitromethane,1-butyl-3-methylimidazolium methyl sulfate,
WgBIk,Iwasaki et al. (2017),Density,Liquid,ABOVgV,,,12,tributylmethylammonium phenyltrifluoroborate,,
KulxJ,Iwasaki et al. (2017),Density,Liquid,ABFwkT,,,12,1-butyl-1-methylpiperidinium phenyltrifluoroborate,,
GeLGx,Iwasaki et al. (2017),Density,Liquid,ABDLNl,,,12,1-butyl-1-methylpyrrolidinium phenyltrifluoroborate,,
zXUpy,Iwasaki et al. (2017),Density,Liquid,ABCDGm,,,12,1-butylpyridinium phenyltrifluoroborate,,
YToaS,Iwasaki et al. (2017),Density,Liquid,AAxMCQ,,,12,1-ethyl-3-methylimidazolium phenyltrifluoroborate,,
SSTOC,Iwasaki et al. (2017),Density,Liquid,ABChyi,,,12,1-butyl-3-methylimidazolium phenyltrifluoroborate,,
giKTs,Iwasaki et al. (2017),Density,Liquid,AArYBF,,,12,1-butyl-3-methylimidazolium tetrafluoroborate,,
jgoKH,Iwasaki et al. (2018),Density,Liquid,ABGFcK,,,12,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-fluorophenyl)borate,,
yYdIT,Iwasaki et al. (2018),Density,Liquid,ABGFXn,,,12,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-fluorophenyl)borate,,
LpcZG,Iwasaki et al. (2018),Density,Liquid,ABGFZa,,,12,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(2-fluorophenyl)borate,,
PKdWU,Iwasaki et al. (2018),Density,Liquid,ABIVCY,,,12,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-methoxyphenyl)borate,,
aOolX,Iwasaki et al. (2018),Density,Liquid,ABIVux,,,12,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-methoxyphenyl)borate,,
jwbkz,Iwasaki et al. (2018),Density,Liquid,ABIVEK,,,12,1-butyl-3-methylimidazolium trifluoro(2-methoxyphenyl)borate,,
sCZUd,Iwasaki et al. (2018),Density,Liquid,ABChyi,,,12,1-butyl-3-methylimidazolium phenyltrifluoroborate,,
dLbyf,Iwasaki et al. (2018),Density,Liquid,ABHXga,,,12,1-butyl-3-methyl-1H-imidazol-3-ium (4-cyanophenyl)trifluoroborate,,
RBjWH,Iwasaki et al. (2018),Density,Liquid,ABHXfI,,,12,1-butyl-3-methyl-1H-imidazol-3-ium (3-cyanophenyl)trifluoroborate,,
QEWCe,Iwasaki et al. (2018),Density,Liquid,ABPlTF,,,12,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-(trifluoromethyl)phenyl)borate,,
QnyXn,Iwasaki et al. (2018),Density,Liquid,ABPlcW,,,12,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-(trifluoromethyl)phenyl)borate,,
lHwot,Jalili et al. (2019),Density,Liquid;Gas,AAmDom,,,12,1-ethyl-3-methylimidazolium tetrafluoroborate,,
NcEhO,Kaneko et al. (2021),Density,Liquid,AADYJk,AAUohR,,12,water,ethylammonium nitrate,
dzTJH,Kato and Gmehling (2004),Density,Liquid,AAvwIB,,,12,pyridinium ethoxyethylsulfate,,
BQhIf,Kim et al. (2010),Density,Liquid,AARQqy,AArYBF,,12,dimethyl carbonate,1-butyl-3-methylimidazolium tetrafluoroborate,
kMFYq,Klomfar et al. (2018),Density,Liquid,AAqHiH,,,12,1-butyl-3-methylimidazolium bromide,,
JtZRr,Krolikowski et al. (2020a),Density,Metastable liquid,AAxtjO,,,12,4-(3-cyanopropyl)-4-methylmorpholinium tricyanomethanide,,
nSBvB,Krolikowski et al. (2020a),Density,Liquid,AAwHID,,,12,4-(3-hydroxypropyl)-4-methylmorpholinium tricyanomethanide,,
ZJeqo,Krummen et al. (2002),Density,Liquid,ABUcyg,,,12,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,
oiluM,Li et al. (2007c),Density,Liquid,AAWxlf,AAwaEi,,12,trichloromethane,1-butyl-3-methylimidazolium trifluoroacetate,
EAxxF,Liu et al. (2008),Density,Liquid,AADYJk,AAkmTS,,12,water,1-ethyl-3-methylimidazolium bromide,
zIIet,Liu et al. (2010a),Density,Liquid,ACCxcQ,,,12,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,
SjmKl,Liu et al. (2010b),Density,Liquid,ABenjQ,,,12,1-pentylpyridinium bis(trifluoromethylsulfonyl)amide,,
gbRwr,Liu et al. (2011b),Density,Liquid,ABhYBm,,,12,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,,
iRDKN,Liu et al. (2012a),Density,Liquid,ABZTYy,,,12,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,
jhfqs,Liu et al. (2012a),Density,Liquid,ABenmT,,,12,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,
WkCWD,Liu et al. (2013a),Density,Liquid,ABqQfg,,,12,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,,
ptGRM,Liu et al. (2013b),Density,Liquid,ABkIBc,,,12,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,
WRJKH,Liu et al. (2021a),Density,Liquid,ABZxnD,,,12,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,
TYfXC,Maduro and Aznar (2008),Density,Liquid mixture 1;Liquid mixture 2,AAPBFE,AAYikW,ABChJv,12,benzene,nonane,1-butyl-3-methylimidazolium hexafluorophosphate
vxxss,Makino et al. (2013b),Density,Liquid,ABabds,,,12,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,
sUYYz,Mehrdad and Parvini (2017a),Density,Liquid,AAqHiH,AADYJk,,12,1-butyl-3-methylimidazolium bromide,water,
DNAAW,Mehrdad and Parvini (2017b),Density,Liquid,AAqHiH,AADYJk,,12,1-butyl-3-methylimidazolium bromide,water,
YXvqN,Mohammadi et al. (2021),Density,Liquid,AAraWc,,,12,1-hexylpyridinium nitrate,,
oioQh,Mokhtarani et al. (2012a),Density,Liquid,AAwmau,,,12,1-methyl-3-octyl-1H-imidazolium thiocyanate,,
UyTcc,Montalban et al. (2018b),Density,Liquid,AAgmaR,AAQxVB,AAQdzy,12,1-ethyl-3-methylimidazolium acetate,pentan-2-ol,hexane
htFpW,Montalban et al. (2018b),Density,Liquid,AAwHNg,AAQxlj,AAQdzy,12,1-butyl-3-methylimidazolium methyl sulfate,butanoic acid,hexane
iTocf,Montalban et al. (2018b),Density,Liquid,AAwHNg,AAQxVB,AAQdzy,12,1-butyl-3-methylimidazolium methyl sulfate,pentan-2-ol,hexane
hpQiR,Muhammad et al. (2012b),Density,Liquid,AAvhlJ,,,12,1-(2-cyanoethyl)-3-(phenylmethyl)-1H-imidazolium chloride,,
yIXBL,Muldoon et al. (2007),Density,Liquid;Gas,AAIYzl,ABNEcF,,12,carbon dioxide,1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,
bSjlP,Navas et al. (2011),Density,Liquid,AAmqoP,AAtejH,,12,"1,3-dibromopropane",1-butyl-3-methylpyridinium tetrafluoroborate,
LOFfi,Oliveira et al. (2015),Density,Liquid,AAPeZL,AAgmaR,,12,sodium thiocyanate,1-ethyl-3-methylimidazolium acetate,
mTvnn,Patil et al. (2020),Density,Liquid,AAZVtd,AAfApq,AADYJk,12,glycylglycine,triethylammonium acetate,water
pKJSR,Paulechka et al. (2010b),Density,Liquid,AAnWVs,,,12,1-methyl-3-propylimidazolium bromide,,
yUcEj,Pietrzak and Ludzik (2015),Density,Liquid;Crystal of pure component 3,AAOgbS,AAGIBL,ABljed,12,"1,2-propanediol",methanol,tetraphenylphosphonium iodide
MIlDm,Reid et al. (2017),Density,Liquid,ABVvav,AADYJk,,12,choline bis(trifluoromethylsulfonyl)imide,water,
CHjBA,Requejo et al. (2014),Density,Liquid,AAqmVN,,,12,1-ethyl-3-methylimidazolium methyl sulfate,,
ulEUK,Requejo et al. (2017),Density,Liquid,AAPBFE,AAoDPb,,12,benzene,1-butyl-1-methylpyrrolidinium dicyanamide,
fdjjl,Riveiro et al. (2019),Density,Liquid,AAWRqX,AADYJk,ABchwx,12,4-oxopentanoic acid,water,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
eWlGU,Rodrigues and Francesconi (2011),Density,Liquid,AAOgLD,AADYJk,AAqHiH,12,"propan-1,3-diol",water,1-butyl-3-methylimidazolium bromide
WhKLv,Safarov et al. (2018c),Density,Liquid,ABNWoR,,,12,1-octyl-3-methylimidazolium hexafluorophosphate,,
OYbwc,Safarov et al. (2019),Density,Liquid,ABDWVo,,,12,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,
ZoUwC,Sarkar et al. (2016a),Density,Liquid,ABNPCp,AADYJk,,12,tetrabutylammonium hydrogen sulfate,water,
cvuvn,Shekaari and Jebali (2010b),Density,Liquid,AADYJk,AAqHiH,,12,water,1-butyl-3-methylimidazolium bromide,
vLTeb,Shekaari et al. (2015d),Density,Liquid,AAQJSl,AAQdzy,AAvbcc,12,thiophene,hexane,1-hexyl-3-methyl-1H-imidazolium bromide
WNfji,Shekaari et al. (2015e),Density,Liquid,AAHueB,AAvbcc,,12,acetonitrile,1-hexyl-3-methyl-1H-imidazolium bromide,
TTWCe,Shekaari et al. (2015f),Density,Liquid,AAHueB,AAqHiH,,12,acetonitrile,1-butyl-3-methylimidazolium bromide,
GDcYV,Shekaari et al. (2021a),Density,Liquid,AAkyNk,AADYJk,,12,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",water,
SfCUY,Shekaari et al. (2021a),Density,Liquid,AAiOjp,AADYJk,,12,"2-hydroxy-N,N,N-trimethylethanaminium glycinate",water,
CUWHB,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,AAwsPE,AAmDom,12,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane","(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",1-ethyl-3-methylimidazolium tetrafluoroborate
SrkZI,Shiflett and Yokozeki (2008b),Density,Liquid,AAmDom,AAwYcW,AAwYjV,12,1-ethyl-3-methylimidazolium tetrafluoroborate,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane","(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
kjXxg,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsoR,AAwsQZ,AAmDom,12,"(3R,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane","(3S,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",1-ethyl-3-methylimidazolium tetrafluoroborate
qzbhc,Shiflett and Yokozeki (2008b),Density,Liquid,AAmDom,AAwYzw,AAwYNq,12,1-ethyl-3-methylimidazolium tetrafluoroborate,"(3S,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane","(3R,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
xaZKn,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,AAwsPE,AArYBF,12,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane","(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",1-butyl-3-methylimidazolium tetrafluoroborate
vZhEA,Shiflett and Yokozeki (2008b),Density,Liquid,AArYBF,AAwYcW,AAwYjV,12,1-butyl-3-methylimidazolium tetrafluoroborate,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane","(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
tCTcZ,Shiflett and Yokozeki (2008b),Density,Liquid,AAwsVY,AAwsPE,ABChJv,12,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane","(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoro-3,4-dideuteropentane",1-butyl-3-methylimidazolium hexafluorophosphate
ohcGC,Shiflett and Yokozeki (2008b),Density,Liquid,ABChJv,AAwYcW,AAwYjV,12,1-butyl-3-methylimidazolium hexafluorophosphate,"(3S,4R)-1,1,1,2,2,3,4,5,5,5-decafluoropentane","(3R,4S)-1,1,1,2,2,3,4,5,5,5-decafluoropentane"
IifOu,Singh and Kumar (2011),Density,Liquid,AADYJk,ABPBvB,,12,water,1-butyl-3-methylimidazolium octyl sulfate,
ZpGdF,Singh et al. (2023a),Density,Liquid,AAqHiH,AADYJk,,12,1-butyl-3-methylimidazolium bromide,water,
abQUv,Singh et al. (2023a),Density,Liquid,AAvbcc,AADYJk,,12,1-hexyl-3-methyl-1H-imidazolium bromide,water,
HKqRd,Singh et al. (2023a),Density,Liquid,AAkmTS,AADYJk,,12,1-ethyl-3-methylimidazolium bromide,water,
StYpG,Souckova et al. (2014),Density,Liquid,AAzxzH,,,12,1-methyl-3-propylimidazolium hexafluorophosphate,,
mPJuR,Souckova et al. (2014),Density,Liquid,ABFSBw,,,12,"1-butyl-2,3-dimethylimidazolium hexafluorophosphate",,
AcBwV,Souckova et al. (2017),Density,Liquid,AAeuTF,,,12,1-methyl-3-propylimidazolium chloride,,
uZhzu,Suarez et al. (1998),Density,Liquid,ABChJv,,,12,1-butyl-3-methylimidazolium hexafluorophosphate,,
rfaeX,Tao et al. (2013),Density,Liquid,AAiOjp,,,12,"2-hydroxy-N,N,N-trimethylethanaminium glycinate",,
crQSK,Tao et al. (2013),Density,Liquid,AAkyNk,,,12,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",,
XDKYV,Tao et al. (2013),Density,Liquid,AAkyBi,,,12,"2-hydroxy-N,N,N-trimethylethanaminium .beta.-alaninate",,
aJFJx,Tao et al. (2013),Density,Liquid,AApyQt,,,12,"2-hydroxy-N,N,N-trimethylethanaminium L-prolinate",,
vWhcy,Tao et al. (2013),Density,Liquid,AAoCFs,,,12,"2-hydroxy-N,N,N-trimethylethanaminium L-serinate",,
CBrHf,Tong et al. (2007),Density,Liquid,ABdaxJ,,,12,1-methyl-3-hexylimidazolium chloroindium,,
fSEUb,Tong et al. (2010a),Density,Liquid,AArYZH,,,12,1-ethyl-3-methylimidazolium tetracyanoborate,,
xfYCP,Torrecilla et al. (2008),Density,Liquid,AADYJk,AAtWDT,,12,water,1-ethyl-3-methylimidazolium ethyl sulfate,
LGFuK,Trivedi et al. (2012),Density,Liquid,ABdYhj,,,12,(S)-2-(isopropoxycarbonyl)pyrrolidin-1-ium dodecyl sulfate,,
mwyLZ,Trivedi et al. (2012),Density,Liquid,ABgIlL,,,12,(S)-2-(isobutoxycarbonyl)pyrrolidinium dodecyl sulfate,,
QstjW,Trivedi et al. (2012),Density,Liquid,ABdsEA,,,12,(S)-1-isopropoxy-3-methyl-1-oxobutan-2-aminium dodecyl sulfate,,
kxpZk,Trivedi et al. (2012),Density,Liquid,ABbHqT,,,12,(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate,,
lCiGD,Trivedi et al. (2012),Density,Liquid,ABYXQF,,,12,"L-alanine, 1-methylethyl ester, dodecyl sulfate (1:1)",,
xEaIz,Trivedi et al. (2012),Density,Liquid,ABrkZG,,,12,"(S)-1,5-diisopropoxy-1,5-dioxopentan-2-aminium dodecyl sulfate",,
jjoxO,Troncoso et al. (2006),Density,Liquid,ABchwx,,,12,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
FbjRs,Troncoso et al. (2006),Density,Liquid,ABchwx,,,12,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
qiBur,Wang et al. (2016b),Density,Liquid,ABXNZH,,,12,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,
uCmLx,Watanabe et al. (2022),Density,Liquid,ABSqAF,AAIYzl,,12,"N,N-dimethylacetamidium bis(trifluoromethanesulfonyl)amide",carbon dioxide,
gTXVz,Watanabe et al. (2022),Density,Liquid,ABVajc,AAIYzl,,12,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",carbon dioxide,
HtBvc,Wei et al. (2022b),Density,Liquid,ABenjd,,,12,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,
qriyd,Wei et al. (2022b),Density,Liquid,ABFcpW,,,12,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,,
KVRwB,Wojtczuk et al. (2020),Density,Liquid,AAIsrh,AAgcST,,12,ethanol,1-ethyl-3-methylimidazolium thiocyanate,
DnrRk,Yang et al. (2006a),Density,Liquid,AAhsJM,AAcKZa,,12,gallium chloride,1-ethyl-3-methylimidazolium chloride,
mZalU,Yang et al. (2019g),Density,Liquid,ABZxyF,AADOkx,,12,3-butyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,ammonia,
IpeVO,Yoo et al. (2013a),Density,Liquid,ABXNZH,AADYJk,,12,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,water,
JGMPf,Yoshimura et al. (2021),Density,Liquid,ABchwx,AALcLI,,12,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,propan-1-ol,
IlWGD,Yoshimura et al. (2021),Density,Liquid,ABchwx,AAIsrh,,12,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,ethanol,
pRwqc,Yoshimura et al. (2021),Density,Liquid,ABchwx,AAONVE,,12,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,butan-1-ol,
LGUeo,Yoshimura et al. (2021),Density,Liquid,ABchwx,AAGIBL,,12,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,methanol,
sbYVq,Zafarani-Moattar and Shekaari (2006a),Density,Liquid,AAGIBL,ABChJv,,12,methanol,1-butyl-3-methylimidazolium hexafluorophosphate,
jFqnP,Zafarani-Moattar and Shekaari (2006a),Density,Liquid,AANtst,ABChJv,,12,tetrahydrofuran,1-butyl-3-methylimidazolium hexafluorophosphate,
eEpVO,Zhang et al. (2016a),Density,Liquid,AAtWmz,,,12,1-butyl-3-methylimidazolium dihydrogen phosphate,,
AezAf,Zhang et al. (2016a),Density,Liquid,AAwGsM,,,12,1-methyl-3-pentylimidazolium dihydrogen phosphate,,
ZHUMT,Zhang et al. (2016a),Density,Liquid,AAqmFg,,,12,"1-ethyl-2,3-dimethylimidazolium hydrogen sulfate",,
BrDZc,Zhang et al. (2016a),Density,Liquid,AAtWfx,,,12,"2,3-dimethyl-1-propylimidazolium hydrogen sulfate",,
ugiQu,Zhang et al. (2016a),Density,Liquid,AAyrlL,,,12,"2,3-dimethyl-1-pentylimidazolium hydrogen sulfate",,
RwGxJ,Zhang et al. (2016a),Density,Liquid,AAjqak,,,12,1-metyl-3-propylimidazolium hydrogen carbonate,,
IZjGU,Zhang et al. (2016a),Density,Liquid,AAmatT,,,12,1-butyl-3-methylimidazolium hydrogen carbonate,,
IQtEM,Zhang et al. (2016a),Density,Liquid,AAqlOz,,,12,1-methyl-3-propylimidazolium dihydrogen phosphate,,
IIFVH,Zhang et al. (2016a),Density,Liquid,AApKJN,,,12,3-methyl-1-pentylimidazolium hydrogen carbonate,,
NCyWy,Zhang et al. (2016a),Density,Liquid,AAwHHm,,,12,"1-butyl-2,3-dimethylimidazolium hydrogen sulfate",,
QosXR,Zoubeik and Henni (2014),Density,Liquid,AByfBm,,,12,"1,2,3-tris(diethylamino)-cyclopropenylium bis(trifluoromethylsulfonyl)imide",,
Rvywy,Ahosseini et al. (2017),Density,Liquid,AATgYC,ABiCtA,,11,"1,1,1,2-tetrafluoroethane",1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
pJmyj,Aki et al. (2004),Density,Liquid,ABChJv,,,11,1-butyl-3-methylimidazolium hexafluorophosphate,,
zvudE,Aljasmi et al. (2022),Density,Liquid,ABXNZH,,,11,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,
PVDnG,Aljasmi et al. (2022),Density,Liquid,ABZxGx,,,11,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,
kpHaR,Aljasmi et al. (2022),Density,Liquid,ABchwx,,,11,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,
