setid,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lOpKr,Tagiuri et al. (2014a),Density,Liquid,ABHjde,CCC[N+](C)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,"N,N-diethyl-N-methyl-N-propylammonium bis(fluorosulfonyl)imide",,,,,,
yYxxA,Tagiuri et al. (2014b),Density,Liquid,ABfwsF,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-pentyl-1-methylpyrrolidinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,,,,
CEZQB,Tagiuri et al. (2014b),Density,Liquid,ABriGF,CCCC[P+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Tributylmethylphosphonium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
ttqox,Tagiuri et al. (2014b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",,,,,,
OTwQA,Tariq et al. (2010),Density,Liquid,ACDgYF,CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
kSVos,Vasantha et al. (2013),Density,Liquid,AAVxel,O=C1CNC(=O)CN1,"2,5-diketopiperazine",AADYJk,O,water,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate
DJBsn,Vasantha et al. (2013),Density,Liquid,AAZfHj,O=C(O)CNCC(=O)O,N-(carboxymethyl)glycine,AADYJk,O,water,AAgwZl,CC[NH2+]CC.O=S(=O)([O-])O,diethylammonium hydrogen sulfate
WEXrZ,Wang et al. (2009d),Density,Liquid,AADYJk,O,water,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
gvOnR,Wang et al. (2012a),Density,Liquid,AADYJk,O,water,AAmGAe,CCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-butylpyridinium nitrate,,,
UVjJN,Widegren and Magee (2007),Density,Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
yBHRv,Xiong et al. (2021),Density,Liquid,ABQlBW,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trimethylsulfonium bis(trifluoromethylsulfonyl)imide,AASFLt,N#CCCCC#N,pentanedinitrile,,,
JHobW,Xiong et al. (2021),Density,Liquid,ABNWZK,C[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trimethylammonium bis((trifluoromethyl)sulfonyl)amide,AASFLt,N#CCCCC#N,pentanedinitrile,,,
LYdAQ,Zorebski et al. (2013),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
zxcyV,Zorebski et al. (2017a),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
xSACQ,Zorebski et al. (2017a),Density,Liquid,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
PHVSK,Zorebski et al. (2017b),Density,Liquid,ACFcKF,CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.S=C=N[Co-2](N=C=S)(N=C=S)N=C=S,bis(1-butyl-3-methylimidazolium) tetrathiocyanatocobaltate,,,,,,
PeKAc,Zorebski et al. (2017b),Density,Liquid,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
dIHPn,Zorebski et al. (2017b),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
jnVsk,Zorebski et al. (2018),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,,,,,,
wgrvd,Zorebski et al. (2018),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,,,,,,
WAhaE,Zoubeik and Henni (2014),Density,Liquid,ABYLaO,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,,,,
rXrqL,Zoubeik et al. (2016),Density,Liquid,ABcDdV,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,,,,,,
qWQxW,Zoubeik et al. (2016),Density,Liquid,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,,,
EMLie,Zubeir et al. (2016b),Density,Liquid,AAmkSk,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,,,,,,
dvjyq,Zubeir et al. (2016b),Density,Liquid,AAxZyO,CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,3-hexyl-1-methylimidazolium tricyanomethanide,,,,,,
eTgnF,Zubeir et al. (2016b),Density,Liquid,ABAJgN,CCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-heptyl-3-methylimidazolium tricyanomethanide,,,,,,
AlHSH,Zubeir et al. (2016b),Density,Liquid,ABCtKN,CCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,1-methyl-3-octylimidazolium tricyanomethanide,,,,,,
moiBU,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAhkYl,CC[NH+](C(C)C)C(C)C.O=C[O-],ethyldiisopropylammonium formate,,,
drLFv,Bhattacharjee et al. (2014b),Density,Liquid,ABWFcI,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
xWPwK,Bhattacharjee et al. (2014b),Density,Liquid,ABYpAz,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,,,,,,
KqLYs,Bhattacharjee et al. (2014b),Density,Liquid,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,,,,
JUfvR,Bhattacharjee et al. (2014b),Density,Liquid,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,,,,
jRAmi,Bhattacharjee et al. (2015),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,,,,,,
KoGsi,Bhattacharjee et al. (2015),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,,,,,,
tlcWk,Bhattacharjee et al. (2015),Density,Liquid,ABWlnv,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,triisobutylmethylphosphonium p-toluenesulfonate,,,,,,
FSwqL,Bobicz and Grzybkowski (2002),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAkyCj,CC[N+](CC)(CC)CC.O=[N+]([O-])[O-],tetraethylammonium nitrate,,,
zIwjf,Brahman and Sinha (2014),Density,Liquid,AAGIBL,CO,methanol,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
VxqQi,Bruce et al. (2017),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
EaFWy,Cabeza et al. (2017),Density,Liquid,AADYJk,O,water,AAhaUu,O=S(=O)([O-])[O-].[K+].[K+],potassium sulfate,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate
xqzcW,Caeiro et al. (2022),Density,Liquid,AADYJk,O,water,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,
ykzwA,Cheng et al. (2020),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,,,,,,
bTqQN,Chobanov et al. (2010),Density,Liquid mixture 1,Liquid mixture 2,,ABiCtA,Gas,,15,AAONVE,CCCCO,butan-1-ol
ZpZWx,Chobanov et al. (2010),Density,Liquid mixture 2,Liquid mixture 1,,ABiCtA,Gas,,15,AAONVE,CCCCO,butan-1-ol
VaYpj,Dagade et al. (2013),Density,Liquid,AADYJk,O,water,AAmQJQ,CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-ethyl-3-methylimidazolium L-alaninate,,,
svoiM,Dagade et al. (2013),Density,Liquid,AADYJk,O,water,AArlDw,CC(C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium L-valinate,,,
cQNij,Dagade et al. (2013),Density,Liquid,AADYJk,O,water,AAuVlG,CC[C@H](C)[C@H](N)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methyl-1H-imidazolium L-isoleucinate,,,
BoBLH,Deenadayalu et al. (2010b),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
oPDDD,Deenadayalu et al. (2010b),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
sHbVU,Deng et al. (2011a),Density,Liquid,AAGIBL,CO,methanol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xvWNE,Devi et al. (2022),Density,Liquid,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water,,,
sCFNW,Domanska and Wlazlo (2016),Density,Liquid,AByLzK,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,,,,,,
TbsOz,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
abklI,Domanska et al. (2013d),Density,Liquid,ABgtdh,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide,,,,,,
XHFNL,Domanska et al. (2013d),Density,Liquid,ABrira,CCCCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-cyano-1-octylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,,,,
ekRzC,Domanska et al. (2013d),Density,Liquid,ABmOst,CCCCCC[n+]1ccc(C#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-4-cyanopyridinium bis(trifluoromethylsulfonyl)imide,,,,,,
ifydz,Domanska et al. (2013d),Density,Liquid,ABmOKd,CCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-cyano-1-hexylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,,,,
DgeVf,Domanska et al. (2016e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,,,,,,
HiFLV,Domanska et al. (2017b),Density,Liquid,AAnOrh,N#C[N-]C#N.OCCC[n+]1ccccc1,N-(3-hydroxypropyl)pyridinium dicyanamide,,,,,,
phJZb,Domanska et al. (2017c),Density,Liquid,ACqwme,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tetraoctylphosphonium bis((trifluoromethyl)sulfonyl)amide,,,,,,
pxmYF,Domanska et al. (2018a),Density,Liquid,AAlmOn,CC[N+]1(C)CCOCC1.N#C[N-]C#N,N-ethyl-N-methylmorpholinium dicyanamide,,,,,,
aJmYs,Domanska et al. (2020),Density,Liquid,AAqIIX,C[N+]1(CCCC#N)CCCC1.N#C[N-]C#N,1-(3-cyanopropyl)-1-methylpyrrolidinium dicyanamide,,,,,,
LFREc,Ferreira et al. (2020),Density,Liquid,ABdylr,Cn1cc[n+](CCO)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium nonafluoro-1-butanesulfonate,,,,,,
sdBsZ,Ferreira et al. (2020),Density,Liquid,ABXCRi,Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium perfluoropentanoate,,,,,,
ovZru,Fillion et al. (2016),Density,Liquid,AAtNjJ,CCCCCC[n+]1ccn(C)c1.c1c[n-]nn1,"1-hexyl-3-methylimidazolium 1,2,3-triazolide",,,,,,
jTznh,Geysens et al. (2018),Density,Liquid,AAnDam,O=S(=O)(F)[N-]S(=O)(=O)F.[Na+],sodium bis(fluorosulfonyl)amide,AARRYu,COCCOC,"1,2-dimethoxyethane",,,
vQsgW,Gomez-Diaz et al. (2007b),Density,Liquid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water,,,
RamaX,Gomez-Diaz et al. (2007b),Density,Liquid,ABXZFX,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-octadecanaminium bromide",AADYJk,O,water,,,
wZkez,Gonzalez et al. (2014a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
CJjHI,Gonzalez et al. (2014a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
RzRmC,Gonzalez et al. (2014a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,,,
InPUc,Gonzalez et al. (2015c),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABcDdV,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,,,
OFary,Gu and Brennecke (2002),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,,,
tJxzU,Harris and Kanakubo (2016a),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,
zrlmZ,Harris et al. (2023),Density,Liquid,ABuTny,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide,,,,,,
rHdUP,Hayamizu et al. (2014),Density,Liquid,ABCWvy,CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(trifluoromethyl)borate",,,,,,
ssHdy,Hayamizu et al. (2014),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",,,,,,
glRbQ,Hayamizu et al. (2014),Density,Liquid,ABdzDO,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide",,,,,,
akuCI,Huang et al. (2011a),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,,,,,,
fyLLn,Karpinska and Wlazlo (2020),Density,Liquid,AAvwtT,COC(=O)CCC[n+]1ccn(C)c1.N#C[N-]C#N,1-(4-methoxy-4-oxobutyl)-3-methylimidazolium dicyanamide,,,,,,
CouuC,Karpinska et al. (2018a),Density,Liquid,AAnsgg,Cn1cc[n+](CCCO)c1.N#C[N-]C#N,1-(3-hydroxypropyl)-3-methylimidazolium dicyanamide,,,,,,
cAuGA,Karpinska et al. (2018a),Density,Liquid,AAraXs,C[N+]1(CCCO)CCOCC1.N#C[N-]C#N,4-(3-hydroxypropyl)-4-methylmorpholinium dicyanamide,,,,,,
lSZcU,Kazarina et al. (2023a),Density,Liquid,AApFFp,[Cl-].C[N+](CCOCCO)(CCO)C,dimethyl(2-hydroxyethyl)(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALcjF,NC(N)=O,urea,,,
VYVnT,Kazarina et al. (2023a),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALcjF,NC(N)=O,urea,,,
FDtEC,Kazarina et al. (2023b),Density,Liquid,AApFFp,[Cl-].C[N+](CCOCCO)(CCO)C,dimethyl(2-hydroxyethyl)(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CBODz,Kazarina et al. (2023b),Density,Liquid,AAutYg,[Cl-].C[N+](CCOCCO)(CCO)CCO,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
sgFFS,Klomfar et al. (2009b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
BxfdM,Klomfar et al. (2009b),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,,,
CRLHx,Klomfar et al. (2009b),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,,,,
XNJgc,Klomfar et al. (2015b),Density,Liquid,ABQHTW,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-nonyl-3-methylimidazolium hexafluorophosphate,,,,,,
VyoBd,Klomfar et al. (2015b),Density,Liquid,ABKmJc,CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-heptyl-3-methylimidazolium hexafluorophosphate,,,,,,
IulgR,Klomfar et al. (2018),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,,,,
kcJdC,Klomfar et al. (2018),Density,Liquid,ABDgWE,CCCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-nonylimidazolium bromide,,,,,,
uOTFU,Koller et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,,,
PeasY,Krakowiak et al. (2001),Density,Liquid,ABCyFb,CCC[N+](CCC)(CCC)CCC.[O-]Cl(=O)(=O)=O,tetrapropylammonium perchlorate,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
PuwOg,Krolikowska and Orawiec (2016),Density,Liquid,ABVwPg,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,tributylethylphosphonium diethylphosphate,,,,,,
qJMxD,Liu et al. (2008),Density,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
EUtIJ,Liu et al. (2013b),Density,Liquid,ABkILa,CCCCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-4-methylpyridinium bis(trifluoromethanesulfonyl)imide,,,,,,
ICVIZ,Liu et al. (2015d),Density,Liquid,ABaReg,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,,,
zKsLA,Liu et al. (2015d),Density,Liquid,ABZSrF,Cn1cc[n+](CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,,,,,,
TYisS,Mac Dowell et al. (2014),Density,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,
DZZGT,Mac Dowell et al. (2014),Density,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,,,
PJEAD,Mac Dowell et al. (2014),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,,,
NOHdo,Mac Dowell et al. (2014),Density,Liquid,ABJflb,CCCCCCCCn1cc[n+](C)c1.COP(=O)([O-])OC,1-methyl-3-octylimidazolium dimethyl phosphate,,,,,,
UBSCZ,Mac Dowell et al. (2014),Density,Liquid,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,,,,
rRItP,Mac Dowell et al. (2014),Density,Liquid,AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,,,,
lwffl,Majumder et al. (2023),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
VJNoG,Martak et al. (2021),Density,Liquid,AAOMRa,CCC(=O)O,propanoic acid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",AADYJk,O,water
WRlLD,Martak et al. (2021),Density,Liquid mixture 2,Liquid mixture 1,,15,AAOMRa,CCC(=O)O,propanoic acid,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
smLKI,Mejia et al. (2013),Density,Liquid,Gas,,15,AAIYzl,O=C=O,carbon dioxide,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate
KLYbR,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,,,
CodDw,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
MXxhG,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,,,
HRDIb,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,,,
HYCYK,Mjalli et al. (2016),Density,Liquid,AAUKxI,N[C@@H](CO)C(=O)O,L-serine,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,,,
HZeoc,Mohan et al. (2022),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
lnNbs,Mohan et al. (2022),Density,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,,,
xsrhv,Mohan et al. (2022),Density,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
