setid,"Temperature, K","Pressure, kPa","Specific density, kg/m³",reference,propertiy,phases,compound id 1,compound id 2,compound id 3,compound name 1,compound name 2,compound name 3
MZcum,0.0,0.0,1103±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1099.7±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1096.4±1.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1148±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1144.4±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1140.8±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1137.2±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1133.6±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1130.1±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1126.6±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1123.2±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1119.7±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1116.3±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1112.8±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1109.4±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1105.9±1.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1102.5±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1099±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1095.6±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1092.2±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1088.8±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1085.4±1.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1130.1±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1126.4±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1122.7±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1118.9±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1115.2±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1111.6±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1108±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1104.5±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1100.9±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1097.4±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1093.8±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1090.2±1.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1086.7±1.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1083.1±1.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1079.5±1.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1075.9±1.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1072.3±1.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1068.7±1.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1065.2±1.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1114.2±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1110.5±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1106.7±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1103±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1099.3±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1095.6±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1091.9±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1088.3±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1084.7±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1081±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1077.4±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1073.7±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1070±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1066.3±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1062.6±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1058.9±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1055.2±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1051.5±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1047.8±2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1101.6±2.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1097.9±2.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1094.1±2.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1090.3±2.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1086.6±2.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1082.9±2.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1079.2±2.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1075.5±2.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1071.8±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1068.1±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1064.4±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1060.6±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1056.9±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1053.1±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1049.3±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1045.5±2.2,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1041.7±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1037.9±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1034.1±2.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1081.9±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1078.2±2.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1074.4±2.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1070.6±2.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1066.9±2.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1063.2±2.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1059.5±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1055.8±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1052.1±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1048.4±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1044.6±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1040.8±2.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1037±2.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1033.1±2.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1029.3±2.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1025.4±2.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1021.5±2.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1017.6±2.4,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1013.7±2.3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1070.1±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1066.4±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1062.7±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1058.9±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1055.2±2.8,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1051.5±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1047.8±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1044.1±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1040.5±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1036.7±2.7,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1033±2.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1029.1±2.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1025.3±2.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1021.4±2.6,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1017.5±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1013.6±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1009.7±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1005.8±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1001.9±2.5,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1056±3.1,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1052.4±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1048.8±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1045±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1041.3±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1037.6±3,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1033.9±2.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
MZcum,0.0,0.0,1030.2±2.9,Martins et al. (2020),Density,Liquid,AAiEFX,AAyqGc,,N-(2-hydroxyethyl)butan-1-aminium acetate,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,
